0.230000	0.030000	0.983194
0.230000	0.060000	0.992989
0.230000	0.090000	0.993587
0.230000	0.120000	0.993149
0.230000	0.150000	0.992552
0.230000	0.180000	0.991885
0.230000	0.210000	0.991154
0.230000	0.240000	0.990351
0.230000	0.270000	0.989470
0.230000	0.300000	0.988501
0.230000	0.330000	0.987436
0.230000	0.360000	0.986263
0.230000	0.390000	0.984970
0.230000	0.420000	0.983544
0.230000	0.450000	0.981969
0.230000	0.480000	0.980228
0.230000	0.510000	0.978302
0.230000	0.540000	0.976168
0.230000	0.570000	0.973804
0.230000	0.600000	0.971182
0.230000	0.630000	0.968270
0.230000	0.660000	0.965036
0.230000	0.690000	0.961442
0.230000	0.720000	0.957444
0.230000	0.750000	0.952997
0.230000	0.780000	0.948048
0.230000	0.810000	0.942540
0.230000	0.840000	0.936411
0.230000	0.870000	0.929592
0.230000	0.900000	0.922009
0.230000	0.930000	0.913583
0.230000	0.960000	0.904230
0.230000	0.990000	0.893861
0.230000	1.020000	0.882384
0.230000	1.050000	0.869709
0.230000	1.080000	0.855743
0.230000	1.110000	0.840401
0.230000	1.140000	0.823602
0.230000	1.170000	0.805280
0.230000	1.200000	0.785383
0.230000	1.230000	0.763882
0.230000	1.260000	0.740772
0.230000	1.290000	0.716077
0.230000	1.320000	0.689857
0.230000	1.350000	0.662200
0.230000	1.380000	0.633226
0.230000	1.410000	0.603077
0.230000	1.440000	0.571894
0.230000	1.470000	0.539785
0.230000	1.500000	0.507399
0.230000	1.530000	0.480251
0.230000	1.560000	0.452204
0.230000	1.590000	0.424344
0.230000	1.620000	0.396999
0.230000	1.650000	0.370397
0.230000	1.680000	0.344720
0.230000	1.710000	0.320116
0.230000	1.740000	0.296694
0.230000	1.770000	0.274533
0.230000	1.800000	0.253680
0.230000	1.830000	0.234155
0.230000	1.860000	0.215953
0.230000	1.890000	0.199049
0.230000	1.920000	0.183403
0.230000	1.950000	0.168962
0.230000	1.980000	0.155666
0.230000	2.010000	0.143448
0.230000	2.040000	0.132238
0.230000	2.070000	0.121966
0.230000	2.100000	0.112561
0.230000	2.130000	0.103957
0.230000	2.160000	0.096088
0.230000	2.190000	0.088893
0.230000	2.220000	0.082313
0.230000	2.250000	0.076296
0.230000	2.280000	0.070790
0.230000	2.310000	0.065750
0.230000	2.340000	0.061135
0.230000	2.370000	0.056905
0.230000	2.400000	0.053025
0.230000	2.430000	0.049463
0.230000	2.460000	0.046191
0.230000	2.490000	0.043183
0.230000	2.520000	0.040414
0.230000	2.550000	0.037862
0.230000	2.580000	0.035509
0.230000	2.610000	0.033337
0.230000	2.640000	0.031330
0.230000	2.670000	0.029473
0.230000	2.700000	0.027754
0.230000	2.730000	0.026160
0.230000	2.760000	0.024681
0.230000	2.790000	0.023307
0.230000	2.820000	0.022030
0.230000	2.850000	0.020841
0.230000	2.880000	0.019734
0.230000	2.910000	0.018701
0.230000	2.940000	0.017738
0.230000	2.970000	0.016837
0.230000	3.000000	0.016138
0.270000	0.030000	0.983187
0.270000	0.060000	0.992982
0.270000	0.090000	0.993579
0.270000	0.120000	0.993142
0.270000	0.150000	0.992546
0.270000	0.180000	0.991880
0.270000	0.210000	0.991149
0.270000	0.240000	0.990347
0.270000	0.270000	0.989466
0.270000	0.300000	0.988498
0.270000	0.330000	0.987434
0.270000	0.360000	0.986261
0.270000	0.390000	0.984969
0.270000	0.420000	0.983543
0.270000	0.450000	0.981969
0.270000	0.480000	0.980228
0.270000	0.510000	0.978303
0.270000	0.540000	0.976170
0.270000	0.570000	0.973806
0.270000	0.600000	0.971184
0.270000	0.630000	0.968274
0.270000	0.660000	0.965040
0.270000	0.690000	0.961446
0.270000	0.720000	0.957449
0.270000	0.750000	0.953002
0.270000	0.780000	0.948054
0.270000	0.810000	0.942546
0.270000	0.840000	0.936418
0.270000	0.870000	0.929599
0.270000	0.900000	0.922016
0.270000	0.930000	0.913590
0.270000	0.960000	0.904237
0.270000	0.990000	0.893868
0.270000	1.020000	0.882392
0.270000	1.050000	0.869716
0.270000	1.080000	0.855751
0.270000	1.110000	0.840408
0.270000	1.140000	0.823609
0.270000	1.170000	0.805287
0.270000	1.200000	0.785390
0.270000	1.230000	0.763888
0.270000	1.260000	0.740777
0.270000	1.290000	0.716082
0.270000	1.320000	0.689861
0.270000	1.350000	0.662204
0.270000	1.380000	0.633230
0.270000	1.410000	0.603080
0.270000	1.440000	0.571896
0.270000	1.470000	0.539787
0.270000	1.500000	0.507401
0.270000	1.530000	0.480250
0.270000	1.560000	0.452203
0.270000	1.590000	0.424343
0.270000	1.620000	0.396998
0.270000	1.650000	0.370395
0.270000	1.680000	0.344718
0.270000	1.710000	0.320113
0.270000	1.740000	0.296691
0.270000	1.770000	0.274531
0.270000	1.800000	0.253678
0.270000	1.830000	0.234152
0.270000	1.860000	0.215950
0.270000	1.890000	0.199046
0.270000	1.920000	0.183400
0.270000	1.950000	0.168959
0.270000	1.980000	0.155663
0.270000	2.010000	0.143445
0.270000	2.040000	0.132235
0.270000	2.070000	0.121963
0.270000	2.100000	0.112558
0.270000	2.130000	0.103954
0.270000	2.160000	0.096086
0.270000	2.190000	0.088890
0.270000	2.220000	0.082311
0.270000	2.250000	0.076293
0.270000	2.280000	0.070788
0.270000	2.310000	0.065748
0.270000	2.340000	0.061133
0.270000	2.370000	0.056902
0.270000	2.400000	0.053023
0.270000	2.430000	0.049461
0.270000	2.460000	0.046190
0.270000	2.490000	0.043181
0.270000	2.520000	0.040412
0.270000	2.550000	0.037860
0.270000	2.580000	0.035508
0.270000	2.610000	0.033335
0.270000	2.640000	0.031328
0.270000	2.670000	0.029471
0.270000	2.700000	0.027752
0.270000	2.730000	0.026158
0.270000	2.760000	0.024679
0.270000	2.790000	0.023306
0.270000	2.820000	0.022029
0.270000	2.850000	0.020840
0.270000	2.880000	0.019733
0.270000	2.910000	0.204381
0.270000	2.940000	0.258124
0.270000	2.970000	0.268177
0.270000	3.000000	0.268130
0.310000	0.030000	0.983181
0.310000	0.060000	0.992977
0.310000	0.090000	0.993577
0.310000	0.120000	0.993141
0.310000	0.150000	0.992547
0.310000	0.180000	0.991883
0.310000	0.210000	0.991153
0.310000	0.240000	0.990353
0.310000	0.270000	0.989474
0.310000	0.300000	0.988508
0.310000	0.330000	0.987446
0.310000	0.360000	0.986275
0.310000	0.390000	0.984985
0.310000	0.420000	0.983561
0.310000	0.450000	0.981988
0.310000	0.480000	0.980250
0.310000	0.510000	0.978326
0.310000	0.540000	0.976195
0.310000	0.570000	0.973833
0.310000	0.600000	0.971213
0.310000	0.630000	0.968304
0.310000	0.660000	0.965072
0.310000	0.690000	0.961480
0.310000	0.720000	0.957484
0.310000	0.750000	0.953039
0.310000	0.780000	0.948092
0.310000	0.810000	0.942586
0.310000	0.840000	0.936459
0.310000	0.870000	0.929641
0.310000	0.900000	0.922060
0.310000	0.930000	0.913635
0.310000	0.960000	0.904282
0.310000	0.990000	0.893914
0.310000	1.020000	0.882438
0.310000	1.050000	0.869763
0.310000	1.080000	0.855797
0.310000	1.110000	0.840455
0.310000	1.140000	0.823655
0.310000	1.170000	0.805333
0.310000	1.200000	0.785435
0.310000	1.230000	0.763932
0.310000	1.260000	0.740820
0.310000	1.290000	0.716124
0.310000	1.320000	0.689902
0.310000	1.350000	0.662243
0.310000	1.380000	0.633267
0.310000	1.410000	0.603116
0.310000	1.440000	0.571931
0.310000	1.470000	0.539821
0.310000	1.500000	0.507433
0.310000	1.530000	0.480276
0.310000	1.560000	0.452227
0.310000	1.590000	0.424365
0.310000	1.620000	0.397017
0.310000	1.650000	0.370412
0.310000	1.680000	0.344734
0.310000	1.710000	0.320127
0.310000	1.740000	0.296704
0.310000	1.770000	0.274541
0.310000	1.800000	0.253687
0.310000	1.830000	0.234160
0.310000	1.860000	0.215957
0.310000	1.890000	0.199052
0.310000	1.920000	0.183405
0.310000	1.950000	0.168963
0.310000	1.980000	0.155666
0.310000	2.010000	0.143448
0.310000	2.040000	0.132237
0.310000	2.070000	0.121964
0.310000	2.100000	0.112560
0.310000	2.130000	0.103955
0.310000	2.160000	0.096086
0.310000	2.190000	0.088891
0.310000	2.220000	0.082311
0.310000	2.250000	0.076293
0.310000	2.280000	0.070787
0.310000	2.310000	0.065747
0.310000	2.340000	0.061132
0.310000	2.370000	0.056901
0.310000	2.400000	0.053022
0.310000	2.430000	0.049460
0.310000	2.460000	0.046188
0.310000	2.490000	0.043180
0.310000	2.520000	0.040410
0.310000	2.550000	0.037859
0.310000	2.580000	0.035506
0.310000	2.610000	0.033334
0.310000	2.640000	0.031327
0.310000	2.670000	0.029470
0.310000	2.700000	0.027751
0.310000	2.730000	0.026157
0.310000	2.760000	0.024678
0.310000	2.790000	0.023304
0.310000	2.820000	0.237124
0.310000	2.850000	0.296993
0.310000	2.880000	0.307646
0.310000	2.910000	0.309530
